Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (biological process),Gene ontology (cellular component),Gene ontology (GO),Gene ontology (molecular function),Gene ontology IDs,Cross-reference (KEGG),Cross-reference (KO),Cross-reference (Pfam),yourlist:M2018112014483A1C7ED25EE8374758DF3FD545FD0244567
A0A2B4SWX8,A0A2B4SWX8_STYPI,unreviewed,Peroxisomal multifunctional enzyme type 2,HSD17B4 AWC38_SpisGene2225,Stylophora pistillata (Smooth cauliflower coral),738,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,PF00106;PF13452;PF01575;PF02036;,A0A2B4SWX8
A0A2B4RCK3,A0A2B4RCK3_STYPI,unreviewed,"ATPase inhibitor, mitochondrial",ATPIF1 AWC38_SpisGene20924,Stylophora pistillata (Smooth cauliflower coral),117,negative regulation of ATPase activity [GO:0032780],mitochondrion [GO:0005739],mitochondrion [GO:0005739]; ATPase inhibitor activity [GO:0042030]; negative regulation of ATPase activity [GO:0032780],ATPase inhibitor activity [GO:0042030],GO:0005739; GO:0032780; GO:0042030,,,PF04568;,A0A2B4RCK3
W4XGL2,W4XGL2_STRPU,unreviewed,Uncharacterized protein,,Strongylocentrotus purpuratus (Purple sea urchin),548,cytoplasmic microtubule organization [GO:0031122],,ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule-severing ATPase activity [GO:0008568]; cytoplasmic microtubule organization [GO:0031122],ATPase activity [GO:0016887]; ATP binding [GO:0005524]; microtubule-severing ATPase activity [GO:0008568],GO:0005524; GO:0008568; GO:0016887; GO:0031122,,,PF00004;,W4XGL2
A0A2B4SFX1,A0A2B4SFX1_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene7840,Stylophora pistillata (Smooth cauliflower coral),215,,,,,,,,,A0A2B4SFX1
A0A2B4RTR8,A0A2B4RTR8_STYPI,unreviewed,3-oxoacyl-[acyl-carrier-protein] reductase FabG,fabG AWC38_SpisGene15951,Stylophora pistillata (Smooth cauliflower coral),426,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,PF00106;,A0A2B4RTR8
A0A2B4SKT0,A0A2B4SKT0_STYPI,unreviewed,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",gcnt4 AWC38_SpisGene6146,Stylophora pistillata (Smooth cauliflower coral),465,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; acetylglucosaminyltransferase activity [GO:0008375],acetylglucosaminyltransferase activity [GO:0008375],GO:0008375; GO:0016021,,,PF02485;,A0A2B4SKT0
A0A2B4S979,A0A2B4S979_STYPI,unreviewed,Protocadherin Fat 4,FAT4 AWC38_SpisGene8899,Stylophora pistillata (Smooth cauliflower coral),4500,homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],calcium ion binding [GO:0005509],GO:0005509; GO:0005886; GO:0007156; GO:0016021,,,PF00028;PF02210;,A0A2B4S979
A0A2B4SS82,A0A2B4SS82_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene2967,Stylophora pistillata (Smooth cauliflower coral),635,,,,,,,,,A0A2B4SS82
A0A2B4S667,A0A2B4S667_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene10863,Stylophora pistillata (Smooth cauliflower coral),559,signal transduction [GO:0007165],membrane [GO:0016020],membrane [GO:0016020]; GTP binding [GO:0005525]; signal transduction [GO:0007165],GTP binding [GO:0005525],GO:0005525; GO:0007165; GO:0016020,,,,A0A2B4S667
A0A2B4RJ63,A0A2B4RJ63_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene19330,Stylophora pistillata (Smooth cauliflower coral),325,,,,,,,,,A0A2B4RJ63
A0A2B4SH48,A0A2B4SH48_STYPI,unreviewed,Myosin regulatory light polypeptide 9,MYL9 AWC38_SpisGene6846,Stylophora pistillata (Smooth cauliflower coral),366,,,calcium ion binding [GO:0005509],calcium ion binding [GO:0005509],GO:0005509,,,PF00036;PF13499;PF13833;,A0A2B4SH48
A0A2B4RLP4,A0A2B4RLP4_STYPI,unreviewed,Early endosome antigen 1,EEA1 AWC38_SpisGene17115,Stylophora pistillata (Smooth cauliflower coral),1294,,,nucleic acid binding [GO:0003676],nucleic acid binding [GO:0003676],GO:0003676,,,,A0A2B4RLP4
A0A2B4RMJ3,A0A2B4RMJ3_STYPI,unreviewed,Far upstream element-binding protein 2,Khsrp AWC38_SpisGene17929,Stylophora pistillata (Smooth cauliflower coral),540,,,RNA binding [GO:0003723],RNA binding [GO:0003723],GO:0003723,,,PF00013;,A0A2B4RMJ3
A0A2B4S5U9,A0A2B4S5U9_STYPI,unreviewed,Transitional endoplasmic reticulum ATPase TER94,TER94 AWC38_SpisGene11429,Stylophora pistillata (Smooth cauliflower coral),808,,,ATP binding [GO:0005524]; hydrolase activity [GO:0016787],ATP binding [GO:0005524]; hydrolase activity [GO:0016787],GO:0005524; GO:0016787,,,PF00004;PF02933;PF02359;PF09336;,A0A2B4S5U9
A0A1V0CMH8,A0A1V0CMH8_ACRDI,unreviewed,Skeletal aspartic acid-rich protein 3,,Acropora digitifera (Staghorn coral),358,,,,,,,,,A0A1V0CMH8
A0A2B4RKU3,A0A2B4RKU3_STYPI,unreviewed,Lipase,LIPF AWC38_SpisGene18258,Stylophora pistillata (Smooth cauliflower coral),401,lipid catabolic process [GO:0016042],,"hydrolase activity, acting on ester bonds [GO:0016788]; lipid catabolic process [GO:0016042]","hydrolase activity, acting on ester bonds [GO:0016788]",GO:0016042; GO:0016788,,,PF04083;,A0A2B4RKU3
A0A2B4S847,A0A2B4S847_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene8505,Stylophora pistillata (Smooth cauliflower coral),311,,,,,,,,,A0A2B4S847
A0A2B4SMU4,A0A2B4SMU4_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene5338,Stylophora pistillata (Smooth cauliflower coral),648,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,A0A2B4SMU4
A0A2B4S8Y4,A0A2B4S8Y4_STYPI,unreviewed,Negative elongation factor A,Nelfa AWC38_SpisGene10337,Stylophora pistillata (Smooth cauliflower coral),868,negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244],integral component of membrane [GO:0016021]; NELF complex [GO:0032021],integral component of membrane [GO:0016021]; NELF complex [GO:0032021]; translation elongation factor activity [GO:0003746]; negative regulation of transcription elongation from RNA polymerase II promoter [GO:0034244],translation elongation factor activity [GO:0003746],GO:0003746; GO:0016021; GO:0032021; GO:0034244,,,PF00078;,A0A2B4S8Y4
A0A2B4RWG0,A0A2B4RWG0_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene12642,Stylophora pistillata (Smooth cauliflower coral),310,"transposition, DNA-mediated [GO:0006313]",,"transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]",transposase activity [GO:0004803],GO:0004803; GO:0006313,,,PF12017;,A0A2B4RWG0
A0A2B4T160,A0A2B4T160_STYPI,unreviewed,DNA polymerase theta,POLQ AWC38_SpisGene443,Stylophora pistillata (Smooth cauliflower coral),2219,DNA-dependent DNA replication [GO:0006261],,ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA-dependent DNA replication [GO:0006261],ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887],GO:0003677; GO:0003887; GO:0005524; GO:0006261,,,PF00270;PF00476;PF00271;,A0A2B4T160
A0A2B4RGC0,A0A2B4RGC0_STYPI,unreviewed,Uncharacterized oxidoreductase,YDR541C AWC38_SpisGene20394,Stylophora pistillata (Smooth cauliflower coral),354,steroid biosynthetic process [GO:0006694],,3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854]; steroid biosynthetic process [GO:0006694],3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854],GO:0003854; GO:0006694,,,PF01073;,A0A2B4RGC0
A0A2B4SSD5,A0A2B4SSD5_STYPI,unreviewed,Protein Shroom2,SHROOM2 AWC38_SpisGene3952,Stylophora pistillata (Smooth cauliflower coral),1246,,,actin filament binding [GO:0051015],actin filament binding [GO:0051015],GO:0051015,,,PF08687;PF00595;,A0A2B4SSD5
A7S5Y2,A7S5Y2_NEMVE,unreviewed,Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12),v1g243086,Nematostella vectensis (Starlet sea anemone),334,glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096],cytosol [GO:0005829],cytosol [GO:0005829]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096],glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]; NAD binding [GO:0051287]; NADP binding [GO:0050661],GO:0004365; GO:0005829; GO:0006006; GO:0006096; GO:0050661; GO:0051287,nve:NEMVE_v1g243086;,K00134;,PF02800;PF00044;,A7S5Y2
A0A2B4RQ61,A0A2B4RQ61_STYPI,unreviewed,Coactosin,coaA AWC38_SpisGene17142,Stylophora pistillata (Smooth cauliflower coral),327,,intracellular [GO:0005622],intracellular [GO:0005622]; actin binding [GO:0003779],actin binding [GO:0003779],GO:0003779; GO:0005622,,,PF00241;,A0A2B4RQ61
A0A2B4SCB0,A0A2B4SCB0_STYPI,unreviewed,LIM and SH3 domain protein 1,Lasp1 AWC38_SpisGene7830,Stylophora pistillata (Smooth cauliflower coral),204,,,,,,,,PF00880;PF14604;,A0A2B4SCB0
V4A5X3,V4A5X3_LOTGI,unreviewed,Uncharacterized protein,LOTGIDRAFT_234481,Lottia gigantea (Giant owl limpet),626,,,metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491],metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491],GO:0016491; GO:0046872,lgi:LOTGIDRAFT_234481;,,PF00264;,V4A5X3
A7SJ24,A7SJ24_NEMVE,unreviewed,Predicted protein (Fragment),v1g120225,Nematostella vectensis (Starlet sea anemone),541,peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401],endoplasmic reticulum [GO:0005783],"endoplasmic reticulum [GO:0005783]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; procollagen-proline 4-dioxygenase activity [GO:0004656]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]","iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; procollagen-proline 4-dioxygenase activity [GO:0004656]",GO:0004656; GO:0005506; GO:0005783; GO:0016702; GO:0018401; GO:0031418,nve:NEMVE_v1g120225;,K00472;,PF13640;PF08336;,A7SJ24
A0A2B4RQK4,A0A2B4RQK4_STYPI,unreviewed,Prolyl 4-hydroxylase subunit alpha-1,P4HA1 AWC38_SpisGene15684,Stylophora pistillata (Smooth cauliflower coral),354,,,"iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",GO:0005506; GO:0016705; GO:0031418,,,PF13640;,A0A2B4RQK4
A0A2B4RKF1,A0A2B4RKF1_STYPI,unreviewed,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",AWC38_SpisGene18727,Stylophora pistillata (Smooth cauliflower coral),451,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,PF01266;,A0A2B4RKF1
A0A2B4SQ69,A0A2B4SQ69_STYPI,unreviewed,GDP-L-fucose synthase,TSTA3 AWC38_SpisGene3582,Stylophora pistillata (Smooth cauliflower coral),1153,nucleotide-sugar biosynthetic process [GO:0009226],,coenzyme binding [GO:0050662]; oxidoreductase activity [GO:0016491]; nucleotide-sugar biosynthetic process [GO:0009226],coenzyme binding [GO:0050662]; oxidoreductase activity [GO:0016491],GO:0009226; GO:0016491; GO:0050662,,,PF01370;,A0A2B4SQ69
A0A2B4RGW4,A0A2B4RGW4_STYPI,unreviewed,Acetolactate synthase-like protein,ilvbl AWC38_SpisGene18837,Stylophora pistillata (Smooth cauliflower coral),594,,,catalytic activity [GO:0003824]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976],catalytic activity [GO:0003824]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976],GO:0000287; GO:0003824; GO:0030976,,,PF02775;PF00205;PF02776;,A0A2B4RGW4
A0A2B4RDX3,A0A2B4RDX3_STYPI,unreviewed,Universal stress protein A-like protein,AWC38_SpisGene20777,Stylophora pistillata (Smooth cauliflower coral),151,,,,,,,,PF00582;,A0A2B4RDX3
A0A2B4SHK9,A0A2B4SHK9_STYPI,unreviewed,Retinol dehydrogenase 8,RDH8 AWC38_SpisGene5028,Stylophora pistillata (Smooth cauliflower coral),291,,,,,,,,PF00106;,A0A2B4SHK9
A0A2B4ST40,A0A2B4ST40_STYPI,unreviewed,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-),Pdhx AWC38_SpisGene3476,Stylophora pistillata (Smooth cauliflower coral),480,,,"transferase activity, transferring acyl groups [GO:0016746]","transferase activity, transferring acyl groups [GO:0016746]",GO:0016746,,,PF00198;PF00364;PF02817;,A0A2B4ST40
A0A2B4S5Q8,A0A2B4S5Q8_STYPI,unreviewed,Gamma-glutamyltranspeptidase 1,GGT1 AWC38_SpisGene11528,Stylophora pistillata (Smooth cauliflower coral),681,glutathione catabolic process [GO:0006751],integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; glutathione hydrolase activity [GO:0036374]; glutathione catabolic process [GO:0006751],glutathione hydrolase activity [GO:0036374],GO:0006751; GO:0016021; GO:0036374,,,,A0A2B4S5Q8
A0A2B4SCJ5,A0A2B4SCJ5_STYPI,unreviewed,Long-chain-fatty-acid--CoA ligase ACSBG2,acsbg2 AWC38_SpisGene8766,Stylophora pistillata (Smooth cauliflower coral),742,,,ligase activity [GO:0016874],ligase activity [GO:0016874],GO:0016874,,,PF00501;,A0A2B4SCJ5
A0A2B4SPV4,A0A2B4SPV4_STYPI,unreviewed,Regulator of G-protein signaling 22,RGS22 AWC38_SpisGene4057,Stylophora pistillata (Smooth cauliflower coral),1962,,,,,,,,PF00615;,A0A2B4SPV4
A0A2B4SGJ2,A0A2B4SGJ2_STYPI,unreviewed,Metalloendopeptidase (EC 3.4.24.-),MEP1B AWC38_SpisGene6768,Stylophora pistillata (Smooth cauliflower coral),690,,membrane [GO:0016020],membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270],metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270],GO:0004222; GO:0008270; GO:0016020,,,PF01400;PF00629;PF00090;,A0A2B4SGJ2
A0A2B4S5Q0,A0A2B4S5Q0_STYPI,unreviewed,Leucine-rich repeat protein soc-2-like,AWC38_SpisGene11015,Stylophora pistillata (Smooth cauliflower coral),590,,,,,,,,PF13855;,A0A2B4S5Q0
A0A2B4SU90,A0A2B4SU90_STYPI,unreviewed,Latrophilin-1,Lphn1 AWC38_SpisGene3050,Stylophora pistillata (Smooth cauliflower coral),314,,,carbohydrate binding [GO:0030246],carbohydrate binding [GO:0030246],GO:0030246,,,PF02140;,A0A2B4SU90
A0A2B4S266,A0A2B4S266_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene12336,Stylophora pistillata (Smooth cauliflower coral),843,signal transduction [GO:0007165],,signal transduction [GO:0007165],,GO:0007165,,,PF00788;,A0A2B4S266
A0A2B4SW10,A0A2B4SW10_STYPI,unreviewed,Creatinase,3 AWC38_SpisGene2072,Stylophora pistillata (Smooth cauliflower coral),440,,,creatinase activity [GO:0016980]; metal ion binding [GO:0046872],creatinase activity [GO:0016980]; metal ion binding [GO:0046872],GO:0016980; GO:0046872,,,PF01321;PF00557;,A0A2B4SW10
A0A2B4SVJ5,A0A2B4SVJ5_STYPI,unreviewed,Amino acid transporter,SLC1A1 AWC38_SpisGene2651,Stylophora pistillata (Smooth cauliflower coral),538,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; symporter activity [GO:0015293],symporter activity [GO:0015293],GO:0015293; GO:0016021,,,PF00375;,A0A2B4SVJ5
A0A2B4SXF3,A0A2B4SXF3_STYPI,unreviewed,"Ornithine carbamoyltransferase, mitochondrial",OTC AWC38_SpisGene422,Stylophora pistillata (Smooth cauliflower coral),376,cellular amino acid metabolic process [GO:0006520],,amino acid binding [GO:0016597]; carboxyl- or carbamoyltransferase activity [GO:0016743]; cellular amino acid metabolic process [GO:0006520],amino acid binding [GO:0016597]; carboxyl- or carbamoyltransferase activity [GO:0016743],GO:0006520; GO:0016597; GO:0016743,,,PF00185;PF02729;,A0A2B4SXF3
A0A2B4S757,A0A2B4S757_STYPI,unreviewed,Nucleosome assembly protein 1-like 1,NAP1L1 AWC38_SpisGene9610,Stylophora pistillata (Smooth cauliflower coral),411,nucleosome assembly [GO:0006334],nucleus [GO:0005634],nucleus [GO:0005634]; nucleosome assembly [GO:0006334],,GO:0005634; GO:0006334,,,PF00956;,A0A2B4S757
A7SM51,A7SM51_NEMVE,unreviewed,Predicted protein,v1g172052,Nematostella vectensis (Starlet sea anemone),447,arginine biosynthetic process via ornithine [GO:0042450],cytoplasm [GO:0005737]; cytosol [GO:0005829],cytoplasm [GO:0005737]; cytosol [GO:0005829]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450],argininosuccinate lyase activity [GO:0004056],GO:0004056; GO:0005737; GO:0005829; GO:0042450,nve:NEMVE_v1g172052;,K01755;,PF14698;PF00206;,A7SM51
A0A2B4SSQ6,A0A2B4SSQ6_STYPI,unreviewed,Signal recognition particle subunit SRP68 (SRP68),Srp68 AWC38_SpisGene3573,Stylophora pistillata (Smooth cauliflower coral),634,SRP-dependent cotranslational protein targeting to membrane [GO:0006614],"signal recognition particle, endoplasmic reticulum targeting [GO:0005786]","signal recognition particle, endoplasmic reticulum targeting [GO:0005786]; 7S RNA binding [GO:0008312]; endoplasmic reticulum signal peptide binding [GO:0030942]; signal recognition particle binding [GO:0005047]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",7S RNA binding [GO:0008312]; endoplasmic reticulum signal peptide binding [GO:0030942]; signal recognition particle binding [GO:0005047],GO:0005047; GO:0005786; GO:0006614; GO:0008312; GO:0030942,,,PF16969;,A0A2B4SSQ6
A7RF47,A7RF47_NEMVE,unreviewed,Predicted protein,v1g79346,Nematostella vectensis (Starlet sea anemone),534,,,,,,nve:NEMVE_v1g79346;,K06106;,PF02218;PF00018;,A7RF47
A0A2B4SFD9,A0A2B4SFD9_STYPI,unreviewed,Lamin-B receptor,LBR AWC38_SpisGene7756,Stylophora pistillata (Smooth cauliflower coral),593,,integral component of membrane [GO:0016021],"integral component of membrane [GO:0016021]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]",GO:0016021; GO:0016628,,,PF01222;PF09465;,A0A2B4SFD9
A0A2K9UYR0,A0A2K9UYR0_EXAPA,unreviewed,Globin-like protein,E.pallida_nvec7000121,Exaiptasia pallida (Pale anemone) (Aiptasia pallida),175,,,heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344],heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344],GO:0005344; GO:0019825; GO:0020037; GO:0046872,,,PF00042;,A0A2K9UYR0
A0A2B4SKC0,A0A2B4SKC0_STYPI,unreviewed,Serine/threonine-protein kinase TBK1,TBK1 AWC38_SpisGene5900,Stylophora pistillata (Smooth cauliflower coral),532,,,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],ATP binding [GO:0005524]; protein kinase activity [GO:0004672],GO:0004672; GO:0005524,,,PF00069;,A0A2B4SKC0
A0A2B4SIA4,A0A2B4SIA4_STYPI,unreviewed,Uncharacterized protein,AWC38_SpisGene6445,Stylophora pistillata (Smooth cauliflower coral),423,,,,,,,,,A0A2B4SIA4
A0A2B4SAK3,A0A2B4SAK3_STYPI,unreviewed,Hephaestin,Heph AWC38_SpisGene8935,Stylophora pistillata (Smooth cauliflower coral),1197,,,copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491],copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491],GO:0005507; GO:0016491,,,PF07731;PF07732;,A0A2B4SAK3
A0A2B4SA90,A0A2B4SA90_STYPI,unreviewed,4-coumarate--CoA ligase 1,4CL1 AWC38_SpisGene9909,Stylophora pistillata (Smooth cauliflower coral),400,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; ligase activity [GO:0016874],ligase activity [GO:0016874],GO:0016021; GO:0016874,,,PF00501;,A0A2B4SA90
